time;receiver;ttc;risk
76100400000;veh_1;7.362153980054556E12;SAFE
76100400000;veh_4;6.880062922368835;SAFE
76100400000;veh_5;0.8828606887436793;CRITICAL
76100400000;veh_7;10.638376532174567;SAFE
76100900000;veh_0;Infinity;SAFE
76100900000;veh_1;7.362153980054556E12;SAFE
76100900000;veh_4;6.880062922368835;SAFE
76100900000;veh_5;0.8828606887436793;CRITICAL
76100900000;veh_6;5.023254540294862;SAFE
76101300000;veh_3;12.881211547984538;SAFE
76101400000;veh_0;Infinity;SAFE
76101400000;veh_1;7.362153980054556E12;SAFE
76101400000;veh_3;12.881211547984538;SAFE
76101400000;veh_6;5.023254540294862;SAFE
76101900000;veh_1;7.362153980054556E12;SAFE
76101900000;veh_3;12.881211547984538;SAFE
76101900000;veh_4;6.880062922368835;SAFE
76101900000;veh_6;5.023254540294862;SAFE
76102400000;veh_0;Infinity;SAFE
76102400000;veh_1;7.362153980054556E12;SAFE
76102400000;veh_5;0.8828606887436793;CRITICAL
76102800000;veh_7;10.638376532174567;SAFE
76103300000;veh_4;6.880062922368835;SAFE
76103300000;veh_6;5.023254540294862;SAFE
76104300000;veh_3;12.881211547984538;SAFE
76500900000;veh_3;13.281122639197449;SAFE
76500900000;veh_5;1.2815583025725816;CRITICAL
76501900000;veh_1;7.362153980054556E12;SAFE
76502400000;veh_4;7.2801058726070735;SAFE
76502400000;veh_6;4.867646055831924;SAFE
76502400000;veh_7;10.238476822920584;SAFE
77000400000;veh_3;13.781011535124971;SAFE
77000400000;veh_7;9.738603545961904;SAFE
77001400000;veh_5;1.7808078019334395;CRITICAL
77001900000;veh_1;7.362153980054556E12;SAFE
77001900000;veh_4;7.780166131097576;SAFE
77002400000;veh_6;4.677936529422255;SAFE
77100400000;veh_0;Infinity;SAFE
77100400000;veh_6;4.640636859599218;SAFE
77101400000;veh_4;7.880178947639734;SAFE
77101400000;veh_5;1.8807126027685541;CRITICAL
77101900000;veh_7;9.638629090732866;SAFE
77500400000;veh_4;8.280232455713593;SAFE
77500400000;veh_7;9.238728159126536;SAFE
77500900000;veh_1;7.362153980054556E12;SAFE
77502400000;veh_5;2.2804346417577497;WARNING
77502400000;veh_6;4.297190727223489;SAFE
78000400000;veh_5;2.7802353977676453;WARNING
78000400000;veh_6;3.6231125088055385;WARNING
78000900000;veh_4;8.780303810134397;SAFE
78001400000;veh_1;7.362153980054556E12;SAFE
78001900000;veh_7;8.738838808111703;SAFE
78100400000;veh_0;Infinity;SAFE
78100400000;veh_1;7.362153980054556E12;SAFE
78100400000;veh_4;8.880318609875488;SAFE
78100400000;veh_5;2.880208452116796;WARNING
78100400000;veh_7;8.638860937977416;SAFE
78100800000;veh_7;8.638860937977416;SAFE
